Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
V for Victory,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625551/v-for-victory,1,-1,Boulder,V-easy,1,12,34.01431,-116.17112
Golden Monkey,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625560/golden-monkey,1,-1,Boulder,V-easy,1,12,34.01431,-116.17112
Storm King,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106625565/storm-king,1,-1,Boulder,V-easy,1,12,34.01431,-116.17112
Hop Devil,Victory Boulder > Real Hidden Valley Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106632860/hop-devil,1,-1,Boulder,V-easy,1,12,34.01431,-116.17112
Northwest Arete,Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106047068/northwest-arete,2.4,-1,Boulder,V-easy,1,20,34.0099,-116.16866
Descent Route,Wedge Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106143792/descent-route,1.5,-1,Boulder,V-easy,1,15,34.0099,-116.16866
Down with the Ship,Shipwreck Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106143754/down-with-the-ship,1.3,-1,Boulder,V-easy,1,18,34.01102,-116.16606
Turnbuckle Arete,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296025/turnbuckle-arete,1.9,-1,Boulder,V-easy,1,12,34.01102,-116.16606
Turnbuckle Slab,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296817/turnbuckle-slab,1.8,-1,Boulder,V-easy,1,12,34.01102,-116.16606
Turnbuckle Descent,Turnbuckle Rock > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106296822/turnbuckle-descent,1.6,-1,Boulder,V-easy,1,12,34.01102,-116.16606
Descent Route,Wave Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106117037/descent-route,1.7,-1,Boulder,V-easy,1,20,34.00987,-116.16843
Flakey Boulder Right,Flakey Boulder > Turtle Rock Circuit > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106123991/flakey-boulder-right,1.2,-1,Boulder,V-easy,1,15,34.01001,-116.16739
Hot and Juicy,Semi-Precious Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126580/hot-and-juicy,2.6,-1,Boulder,V-easy,1,17,34.01273,-116.16842
Fat Flake,Belly Roll Boulder > Semi-Precious Bouldering > Real Hidden Valley Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106126617/fat-flake,1.5,-1,Boulder,V-easy,1,14,34.01273,-116.16842
South Face,Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106072550/south-face,1.4,-1,Boulder,V-easy,1,17,34.01428,-116.15827
Manx,Manx Boulders > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115224/manx,1.9,-1,Boulder,V-easy,1,16,34.01428,-116.15827
The Womb,The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106051737/the-womb,2.5,-1,Boulder,V-easy,1,13,34.01417,-116.15807
At Your Cervix,The Womb > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114302640/at-your-cervix,2,-1,Boulder,V-easy,1,20,34.01417,-116.15807
Unnamed .6,The Pig Sty > Manx Boulders Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/114432536/unnamed-6,1.3,-1,Boulder,V-easy,1,8,34.01398,-116.15439
Nebula,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046667/nebula,1.7,-1,Boulder,V-easy,1,15,34.01346,-116.15442
Ceres,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046686/ceres,1.7,-1,Boulder,V-easy,1,15,34.01346,-116.15442
Pioneer,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106046757/pioneer,1.4,-1,Boulder,V-easy,1,15,34.01346,-116.15442
Juno,The Asteroid Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107428319/juno,1.2,-1,Boulder,V-easy,1,15,34.01346,-116.15442
unknown,Little Big Horn Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106647273/unknown,1,-1,Boulder,V-easy,1,20,34.01346,-116.15442
Yacumama,Anaconda Boulder > Asteroid Belt Circuit > Manx/Asteroid Belt Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106275816/yacumama,1,-1,Boulder,V-easy PG13,1,20,34.01346,-116.15442
Hershey Kiss Off,Hershey Kiss Boulder > HVCG East > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106315286/hershey-kiss-off,1.5,-1,Boulder,V-easy,1,10,34.14302,-116.31326
Descent Route,Triangle Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/111704760/descent-route,1.2,-1,Boulder,V-easy PG13,1,16,34.0184,-116.16365
Northeast Corner,School Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725299/northeast-corner,1.5,-1,Boulder,V-easy,1,20,34.0184,-116.16365
Morsel,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382726/morsel,1.6,-1,Boulder,V-easy,1,10,34.01672,-116.16392
Snack,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382737/snack,1.6,-1,Boulder,V-easy,1,10,34.01672,-116.16392
Tidbit,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106382747/tidbit,1.6,-1,Boulder,V-easy,1,10,34.01672,-116.16392
Dollop,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106385988/dollop,1.3,-1,Boulder,V-easy,1,10,34.01672,-116.16392
Snack Attack,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106386022/snack-attack,1.7,-1,Boulder,V-easy,1,10,34.01672,-116.16392
Snack Crackle Pop,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106387052/snack-crackle-pop,1.3,-1,Boulder,V-easy,1,8,34.01672,-116.16392
Snack Trap,Snack Boulder > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106387057/snack-trap,1.3,-1,Boulder,V-easy,1,8,34.01672,-116.16392
Knuckle Cracker,Intersection Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106463958/knuckle-cracker,2.1,-1,Boulder,V-easy,1,20,34.0184,-116.16365
Pothole Problem  2,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792579/pothole-problem-2,1.6,-1,Boulder,V-easy,1,12,34.01626,-116.16212
Pothole Mantel  2,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792586/pothole-mantel-2,1.7,-1,Boulder,V-easy,1,12,34.01626,-116.16212
Pothole Arete,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792593/pothole-arete,1.5,-1,Boulder,V-easy,1,12,34.01626,-116.16212
Pothole Slab,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792599/pothole-slab,1.6,-1,Boulder,V-easy,1,13,34.01626,-116.16212
Desert Rat Crack,Pothole Rock > HVCG West > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109792606/desert-rat-crack,2.1,-1,Boulder,V-easy,1,14,34.01626,-116.16212
Paddler,Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106169373/paddler,1.6,-1,Boulder,V-easy,1,15,34.01999,-116.16161
Pinhead Traverse,Pinhead Boulder > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106292515/pinhead-traverse,1.6,-1,Boulder,V-easy,1,10,34.01999,-116.16161
Scoops,Hensel Boulder > Scatterbrain Area > HVCG North > HVCG Bouldering Circuit > Hidden Valley Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106224147/scoops,1.6,-1,Boulder,V-easy,1,13,34.01824,-116.16346
Big Lizard in my Backyard,Chuckawalla Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106067212/big-lizard-in-my-backyard,1.5,-1,Boulder,V-easy,1,10,34.0202,-116.165
Mr. H,Voices Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725473/mr-h,1.9,-1,Boulder,V-easy,1,12,34.0204,-116.16556
Voices Arete,Voices Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105725476/voices-arete,1.9,-1,Boulder,V-easy,1,12,34.0204,-116.16556
West Face,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106044167/west-face,2.2,-1,Boulder,V-easy,1,15,34.0202,-116.165
The Egg Timer,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106044195/the-egg-timer,1.5,-1,Boulder,V-easy,1,10,34.0202,-116.165
West Face Arete,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107996033/west-face-arete,1.4,-1,Boulder,V-easy,1,9,34.0202,-116.165
West Face - Right,Dino's Egg > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/107996040/west-face-right,1.7,-1,Boulder,V-easy,1,11,34.0202,-116.165
Without a Trace,Without A Trace Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106130796/without-a-trace,1,-1,Boulder,V-easy,1,20,34.0202,-116.165
Scudder Slab B,Laura Scudder Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109150860/scudder-slab-b,0.9,-1,Boulder,V-easy,1,10,34.01896,-116.16562
Problem A,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453955/problem-a,1,-1,Boulder,V-easy,1,12,34.01907,-116.16609
Problem C,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453976/problem-c,1.3,-1,Boulder,V-easy,1,13,34.01907,-116.16609
Problem D,Under Lizzy Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112453979/problem-d,1,-1,Boulder,V-easy,1,12,34.01907,-116.16609
Hooker on Crack,Hooker Boulder > Outback Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/112454187/hooker-on-crack,1,-1,Boulder,V-easy,1,12,34.01929,-116.16592
Wannabe,Facet Boulder > Ryan Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106157170/wannabe,1.2,-1,Boulder,V-easy,1,10,33.98414,-116.1525
Dreaming of the Mantel,Master Boulder > Ryan Campground Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106742669/dreaming-of-the-mantel,1,-1,Boulder,V-easy,1,20,33.983,-116.1545
Lumpy,Chocolate Boulder 1 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789399/lumpy,1.1,-1,Boulder,V-easy,1,15,34.06265,-116.22634
Mini-Arete,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789405/mini-arete,1.4,-1,Boulder,V-easy,1,10,34.06265,-116.22634
Mini-Slab,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789408/mini-slab,1.4,-1,Boulder,V-easy,1,10,34.06265,-116.22634
Rotten Teeth,Chocolate Chip > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109990589/rotten-teeth,1,-1,Boulder,V-easy,1,8,34.06265,-116.22634
Problem A,Chocolate Boulder 3 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989591/problem-a,1,-1,Boulder,V-easy,1,9,34.06265,-116.22634
Sinfully Delicious,Chocolate Boulder 2 > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105789836/sinfully-delicious,1.3,-1,Boulder,V-easy,1,13,34.06265,-116.22634
The Choc-o-Roach,Choc-o-Roach > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989767/the-choc-o-roach,2.5,-1,Boulder,V-easy,1,13,34.06016,-116.2243
Problem A,Choc-o-Roach > Chocolate Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/109989773/problem-a,1,-1,Boulder,V-easy,1,11,34.06016,-116.2243
Warm-Down,Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105790040/warm-down,1,-1,Boulder,V-easy R,1,10,34.0752,-116.24196
Hoffmans Highman,Miledi Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/105790049/hoffmans-highman,1,-1,Boulder,V-easy R,1,20,34.0752,-116.24196
Problem A,Grainy Boulder > Miledi Boulders > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049039/problem-a,1,-1,Boulder,V-easy,1,10,34.07526,-116.24197
Zygote,Embryo Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622306/zygote,1,-1,Boulder,V-easy,1,10,34.0808,-116.2462
Blastula,Embryo Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622312/blastula,1,-1,Boulder,V-easy PG13,1,15,34.0808,-116.2462
Primer,Blip Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106069384/primer,1,-1,Boulder,V-easy,1,15,34.0808,-116.2462
Blip,Blip Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622250/blip,1,-1,Boulder,V-easy,1,15,34.0808,-116.2462
Dark Island,Orkney Boulder > Embryo Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106654134/dark-island,1,-1,Boulder,V-easy,1,10,34.0808,-116.2462
West Entrance Warm-up,West Entrance Boulder > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106622330/west-entrance-warm-up,1,-1,Boulder,V-easy,1,15,34.0891,-116.2614
Locker's Chimney,Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115815/lockers-chimney,1.9,-1,Boulder,V-easy,1,15,34.0402,-116.1978
Hand Crack,Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115821/hand-crack,1.4,-1,Boulder,V-easy,1,15,34.0402,-116.1978
Flake,Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115824/flake,1.4,-1,Boulder,V-easy,1,15,34.0402,-116.1978
Fist Crack,Forgotten Boulders > Trashcan Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106115828/fist-crack,1,-1,Boulder,V-easy,1,15,34.0402,-116.1978
Descent Route,The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106112875/descent-route,1,-1,Boulder,V-easy,1,15,34.0398,-116.1943
Rawhide,The Broken Boulder > AFPA Rock Area > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/106277730/rawhide,1,-1,Boulder,V-easy,1,10,34.0398,-116.1943
Chimney Problem,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049101/chimney-problem,1,-1,Boulder,V-easy,1,20,34.08392,-116.23255
Easy 1,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049124/easy-1,1,-1,Boulder,V-easy,1,16,34.08392,-116.23255
Easy 2,The Phantom Cart > The Outer Rim > Quail Springs Bouldering > *Joshua Tree Bouldering* > Joshua Tree National Park > California,https://www.mountainproject.com/route/110049133/easy-2,1,-1,Boulder,V-easy,1,14,34.08392,-116.23255
